country;;AT (total heat demand MW)
2017-07-31T06:00:00Z;2017-07-31T08:00:00;3227
2017-07-31T07:00:00Z;2017-07-31T09:00:00;3037
2017-07-31T08:00:00Z;2017-07-31T10:00:00;2740
2017-07-31T09:00:00Z;2017-07-31T11:00:00;2534
2017-07-31T10:00:00Z;2017-07-31T12:00:00;2436
2017-07-31T11:00:00Z;2017-07-31T13:00:00;2261
2017-07-31T12:00:00Z;2017-07-31T14:00:00;2180
2017-07-31T13:00:00Z;2017-07-31T15:00:00;2134
2017-07-31T14:00:00Z;2017-07-31T16:00:00;2231
2017-07-31T15:00:00Z;2017-07-31T17:00:00;2361
2017-07-31T16:00:00Z;2017-07-31T18:00:00;2509
2017-07-31T17:00:00Z;2017-07-31T19:00:00;2705
2017-07-31T18:00:00Z;2017-07-31T20:00:00;2711
2017-07-31T19:00:00Z;2017-07-31T21:00:00;2491
2017-07-31T20:00:00Z;2017-07-31T22:00:00;1896
2017-07-31T21:00:00Z;2017-07-31T23:00:00;1240
2017-07-31T22:00:00Z;2017-08-01T00:00:00;854
2017-07-31T23:00:00Z;2017-08-01T01:00:00;878
2017-08-01T00:00:00Z;2017-08-01T02:00:00;894
2017-08-01T01:00:00Z;2017-08-01T03:00:00;1035
2017-08-01T02:00:00Z;2017-08-01T04:00:00;1544
2017-08-01T03:00:00Z;2017-08-01T05:00:00;2622
2017-08-01T04:00:00Z;2017-08-01T06:00:00;3308
2017-08-01T05:00:00Z;2017-08-01T07:00:00;3192
2017-08-01T06:00:00Z;2017-08-01T08:00:00;2773
2017-08-01T07:00:00Z;2017-08-01T09:00:00;2612
2017-08-01T08:00:00Z;2017-08-01T10:00:00;2381
2017-08-01T09:00:00Z;2017-08-01T11:00:00;2226
2017-08-01T10:00:00Z;2017-08-01T12:00:00;2135
2017-08-01T11:00:00Z;2017-08-01T13:00:00;1930
2017-08-01T12:00:00Z;2017-08-01T14:00:00;1871
2017-08-01T13:00:00Z;2017-08-01T15:00:00;1810
2017-08-01T14:00:00Z;2017-08-01T16:00:00;1914
2017-08-01T15:00:00Z;2017-08-01T17:00:00;2047
2017-08-01T16:00:00Z;2017-08-01T18:00:00;2134
2017-08-01T17:00:00Z;2017-08-01T19:00:00;2298
2017-08-01T18:00:00Z;2017-08-01T20:00:00;2312
2017-08-01T19:00:00Z;2017-08-01T21:00:00;2137
2017-08-01T20:00:00Z;2017-08-01T22:00:00;1624
2017-08-01T21:00:00Z;2017-08-01T23:00:00;1065
2017-08-01T22:00:00Z;2017-08-02T00:00:00;852
2017-08-01T23:00:00Z;2017-08-02T01:00:00;923
2017-08-02T00:00:00Z;2017-08-02T02:00:00;971
2017-08-02T01:00:00Z;2017-08-02T03:00:00;1172
2017-08-02T02:00:00Z;2017-08-02T04:00:00;1758
2017-08-02T03:00:00Z;2017-08-02T05:00:00;2918
2017-08-02T04:00:00Z;2017-08-02T06:00:00;3256
2017-08-02T05:00:00Z;2017-08-02T07:00:00;3147
2017-08-02T06:00:00Z;2017-08-02T08:00:00;2632
2017-08-02T07:00:00Z;2017-08-02T09:00:00;2503
2017-08-02T08:00:00Z;2017-08-02T10:00:00;2282
2017-08-02T09:00:00Z;2017-08-02T11:00:00;2155
2017-08-02T10:00:00Z;2017-08-02T12:00:00;2061
2017-08-02T11:00:00Z;2017-08-02T13:00:00;1898
2017-08-02T12:00:00Z;2017-08-02T14:00:00;1855
2017-08-02T13:00:00Z;2017-08-02T15:00:00;1797
2017-08-02T14:00:00Z;2017-08-02T16:00:00;1905
2017-08-02T15:00:00Z;2017-08-02T17:00:00;2053
2017-08-02T16:00:00Z;2017-08-02T18:00:00;2152
2017-08-02T17:00:00Z;2017-08-02T19:00:00;2300
2017-08-02T18:00:00Z;2017-08-02T20:00:00;2368
2017-08-02T19:00:00Z;2017-08-02T21:00:00;2193
2017-08-02T20:00:00Z;2017-08-02T22:00:00;1662
2017-08-02T21:00:00Z;2017-08-02T23:00:00;1094
2017-08-02T22:00:00Z;2017-08-03T00:00:00;682
2017-08-02T23:00:00Z;2017-08-03T01:00:00;743
2017-08-03T00:00:00Z;2017-08-03T02:00:00;737
2017-08-03T01:00:00Z;2017-08-03T03:00:00;871
2017-08-03T02:00:00Z;2017-08-03T04:00:00;1317
2017-08-03T03:00:00Z;2017-08-03T05:00:00;2345
2017-08-03T04:00:00Z;2017-08-03T06:00:00;2935
2017-08-03T05:00:00Z;2017-08-03T07:00:00;2818
2017-08-03T06:00:00Z;2017-08-03T08:00:00;2321
2017-08-03T07:00:00Z;2017-08-03T09:00:00;2219
2017-08-03T08:00:00Z;2017-08-03T10:00:00;2014
2017-08-03T09:00:00Z;2017-08-03T11:00:00;1903
2017-08-03T10:00:00Z;2017-08-03T12:00:00;1824
2017-08-03T11:00:00Z;2017-08-03T13:00:00;1627
2017-08-03T12:00:00Z;2017-08-03T14:00:00;1585
2017-08-03T13:00:00Z;2017-08-03T15:00:00;1497
2017-08-03T14:00:00Z;2017-08-03T16:00:00;1578
2017-08-03T15:00:00Z;2017-08-03T17:00:00;1703
2017-08-03T16:00:00Z;2017-08-03T18:00:00;1777
2017-08-03T17:00:00Z;2017-08-03T19:00:00;1925
2017-08-03T18:00:00Z;2017-08-03T20:00:00;1983
2017-08-03T19:00:00Z;2017-08-03T21:00:00;1802
2017-08-03T20:00:00Z;2017-08-03T22:00:00;1377
2017-08-03T21:00:00Z;2017-08-03T23:00:00;884
2017-08-03T22:00:00Z;2017-08-04T00:00:00;527
2017-08-03T23:00:00Z;2017-08-04T01:00:00;593
2017-08-04T00:00:00Z;2017-08-04T02:00:00;586
2017-08-04T01:00:00Z;2017-08-04T03:00:00;678
2017-08-04T02:00:00Z;2017-08-04T04:00:00;1056
2017-08-04T03:00:00Z;2017-08-04T05:00:00;1981
2017-08-04T04:00:00Z;2017-08-04T06:00:00;2525
2017-08-04T05:00:00Z;2017-08-04T07:00:00;2413
2017-08-04T06:00:00Z;2017-08-04T08:00:00;1960
2017-08-04T07:00:00Z;2017-08-04T09:00:00;1877
2017-08-04T08:00:00Z;2017-08-04T10:00:00;1728
2017-08-04T09:00:00Z;2017-08-04T11:00:00;1656
2017-08-04T10:00:00Z;2017-08-04T12:00:00;1595
2017-08-04T11:00:00Z;2017-08-04T13:00:00;1381
2017-08-04T12:00:00Z;2017-08-04T14:00:00;1332
2017-08-04T13:00:00Z;2017-08-04T15:00:00;1241
2017-08-04T14:00:00Z;2017-08-04T16:00:00;1308
2017-08-04T15:00:00Z;2017-08-04T17:00:00;1430
2017-08-04T16:00:00Z;2017-08-04T18:00:00;1462
2017-08-04T17:00:00Z;2017-08-04T19:00:00;1579
2017-08-04T18:00:00Z;2017-08-04T20:00:00;1639
2017-08-04T19:00:00Z;2017-08-04T21:00:00;1478
2017-08-04T20:00:00Z;2017-08-04T22:00:00;1122
2017-08-04T21:00:00Z;2017-08-04T23:00:00;709
2017-08-04T22:00:00Z;2017-08-05T00:00:00;462
2017-08-04T23:00:00Z;2017-08-05T01:00:00;525
2017-08-05T00:00:00Z;2017-08-05T02:00:00;517
2017-08-05T01:00:00Z;2017-08-05T03:00:00;592
2017-08-05T02:00:00Z;2017-08-05T04:00:00;939
2017-08-05T03:00:00Z;2017-08-05T05:00:00;1805
2017-08-05T04:00:00Z;2017-08-05T06:00:00;2308
2017-08-05T05:00:00Z;2017-08-05T07:00:00;2199
2017-08-05T06:00:00Z;2017-08-05T08:00:00;1763
2017-08-05T07:00:00Z;2017-08-05T09:00:00;1690
2017-08-05T08:00:00Z;2017-08-05T10:00:00;1565
2017-08-05T09:00:00Z;2017-08-05T11:00:00;1510
2017-08-05T10:00:00Z;2017-08-05T12:00:00;1456
2017-08-05T11:00:00Z;2017-08-05T13:00:00;1243
2017-08-05T12:00:00Z;2017-08-05T14:00:00;1196
2017-08-05T13:00:00Z;2017-08-05T15:00:00;1106
2017-08-05T14:00:00Z;2017-08-05T16:00:00;1163
2017-08-05T15:00:00Z;2017-08-05T17:00:00;1284
2017-08-05T16:00:00Z;2017-08-05T18:00:00;1304
2017-08-05T17:00:00Z;2017-08-05T19:00:00;1407
2017-08-05T18:00:00Z;2017-08-05T20:00:00;1466
2017-08-05T19:00:00Z;2017-08-05T21:00:00;1318
2017-08-05T20:00:00Z;2017-08-05T22:00:00;1001
2017-08-05T21:00:00Z;2017-08-05T23:00:00;627
2017-08-05T22:00:00Z;2017-08-06T00:00:00;418
2017-08-05T23:00:00Z;2017-08-06T01:00:00;481
2017-08-06T00:00:00Z;2017-08-06T02:00:00;472
2017-08-06T01:00:00Z;2017-08-06T03:00:00;536
2017-08-06T02:00:00Z;2017-08-06T04:00:00;859
2017-08-06T03:00:00Z;2017-08-06T05:00:00;1681
2017-08-06T04:00:00Z;2017-08-06T06:00:00;2149
2017-08-06T05:00:00Z;2017-08-06T07:00:00;2045
2017-08-06T06:00:00Z;2017-08-06T08:00:00;1622
2017-08-06T07:00:00Z;2017-08-06T09:00:00;1558
2017-08-06T08:00:00Z;2017-08-06T10:00:00;1447
2017-08-06T09:00:00Z;2017-08-06T11:00:00;1403
2017-08-06T10:00:00Z;2017-08-06T12:00:00;1354
2017-08-06T11:00:00Z;2017-08-06T13:00:00;1142
2017-08-06T12:00:00Z;2017-08-06T14:00:00;1097
2017-08-06T13:00:00Z;2017-08-06T15:00:00;1008
2017-08-06T14:00:00Z;2017-08-06T16:00:00;1060
2017-08-06T15:00:00Z;2017-08-06T17:00:00;1176
2017-08-06T16:00:00Z;2017-08-06T18:00:00;1189
2017-08-06T17:00:00Z;2017-08-06T19:00:00;1283
2017-08-06T18:00:00Z;2017-08-06T20:00:00;1342
2017-08-06T19:00:00Z;2017-08-06T21:00:00;1204
2017-08-06T20:00:00Z;2017-08-06T22:00:00;915
2017-08-06T21:00:00Z;2017-08-06T23:00:00;571
2017-08-06T22:00:00Z;2017-08-07T00:00:00;408
2017-08-06T23:00:00Z;2017-08-07T01:00:00;456
2017-08-07T00:00:00Z;2017-08-07T02:00:00;445
2017-08-07T01:00:00Z;2017-08-07T03:00:00;496
2017-08-07T02:00:00Z;2017-08-07T04:00:00;793
2017-08-07T03:00:00Z;2017-08-07T05:00:00;1574
2017-08-07T04:00:00Z;2017-08-07T06:00:00;2009
2017-08-07T05:00:00Z;2017-08-07T07:00:00;1950
2017-08-07T06:00:00Z;2017-08-07T08:00:00;1555
2017-08-07T07:00:00Z;2017-08-07T09:00:00;1491
2017-08-07T08:00:00Z;2017-08-07T10:00:00;1374
2017-08-07T09:00:00Z;2017-08-07T11:00:00;1330
2017-08-07T10:00:00Z;2017-08-07T12:00:00;1284
2017-08-07T11:00:00Z;2017-08-07T13:00:00;1094
2017-08-07T12:00:00Z;2017-08-07T14:00:00;1031
2017-08-07T13:00:00Z;2017-08-07T15:00:00;950
2017-08-07T14:00:00Z;2017-08-07T16:00:00;993
2017-08-07T15:00:00Z;2017-08-07T17:00:00;1121
2017-08-07T16:00:00Z;2017-08-07T18:00:00;1138
2017-08-07T17:00:00Z;2017-08-07T19:00:00;1236
2017-08-07T18:00:00Z;2017-08-07T20:00:00;1281
2017-08-07T19:00:00Z;2017-08-07T21:00:00;1160
2017-08-07T20:00:00Z;2017-08-07T22:00:00;867
2017-08-07T21:00:00Z;2017-08-07T23:00:00;538
2017-08-07T22:00:00Z;2017-08-08T00:00:00;444
2017-08-07T23:00:00Z;2017-08-08T01:00:00;461
2017-08-08T00:00:00Z;2017-08-08T02:00:00;411
2017-08-08T01:00:00Z;2017-08-08T03:00:00;489
2017-08-08T02:00:00Z;2017-08-08T04:00:00;770
2017-08-08T03:00:00Z;2017-08-08T05:00:00;1429
2017-08-08T04:00:00Z;2017-08-08T06:00:00;1963
2017-08-08T05:00:00Z;2017-08-08T07:00:00;1893
2017-08-08T06:00:00Z;2017-08-08T08:00:00;1518
2017-08-08T07:00:00Z;2017-08-08T09:00:00;1429
2017-08-08T08:00:00Z;2017-08-08T10:00:00;1369
2017-08-08T09:00:00Z;2017-08-08T11:00:00;1262
2017-08-08T10:00:00Z;2017-08-08T12:00:00;1233
2017-08-08T11:00:00Z;2017-08-08T13:00:00;1049
2017-08-08T12:00:00Z;2017-08-08T14:00:00;1091
2017-08-08T13:00:00Z;2017-08-08T15:00:00;991
2017-08-08T14:00:00Z;2017-08-08T16:00:00;1037
2017-08-08T15:00:00Z;2017-08-08T17:00:00;1104
2017-08-08T16:00:00Z;2017-08-08T18:00:00;1107
2017-08-08T17:00:00Z;2017-08-08T19:00:00;1178
2017-08-08T18:00:00Z;2017-08-08T20:00:00;1215
2017-08-08T19:00:00Z;2017-08-08T21:00:00;1129
2017-08-08T20:00:00Z;2017-08-08T22:00:00;840
2017-08-08T21:00:00Z;2017-08-08T23:00:00;521
2017-08-08T22:00:00Z;2017-08-09T00:00:00;431
2017-08-08T23:00:00Z;2017-08-09T01:00:00;498
2017-08-09T00:00:00Z;2017-08-09T02:00:00;519
2017-08-09T01:00:00Z;2017-08-09T03:00:00;670
2017-08-09T02:00:00Z;2017-08-09T04:00:00;998
2017-08-09T03:00:00Z;2017-08-09T05:00:00;1658
2017-08-09T04:00:00Z;2017-08-09T06:00:00;1889
2017-08-09T05:00:00Z;2017-08-09T07:00:00;1863
2017-08-09T06:00:00Z;2017-08-09T08:00:00;1446
2017-08-09T07:00:00Z;2017-08-09T09:00:00;1378
2017-08-09T08:00:00Z;2017-08-09T10:00:00;1289
2017-08-09T09:00:00Z;2017-08-09T11:00:00;1244
2017-08-09T10:00:00Z;2017-08-09T12:00:00;1215
2017-08-09T11:00:00Z;2017-08-09T13:00:00;1049
2017-08-09T12:00:00Z;2017-08-09T14:00:00;1016
2017-08-09T13:00:00Z;2017-08-09T15:00:00;944
2017-08-09T14:00:00Z;2017-08-09T16:00:00;1006
2017-08-09T15:00:00Z;2017-08-09T17:00:00;1124
2017-08-09T16:00:00Z;2017-08-09T18:00:00;1147
2017-08-09T17:00:00Z;2017-08-09T19:00:00;1219
2017-08-09T18:00:00Z;2017-08-09T20:00:00;1271
2017-08-09T19:00:00Z;2017-08-09T21:00:00;1194
2017-08-09T20:00:00Z;2017-08-09T22:00:00;885
2017-08-09T21:00:00Z;2017-08-09T23:00:00;573
2017-08-09T22:00:00Z;2017-08-10T00:00:00;436
2017-08-09T23:00:00Z;2017-08-10T01:00:00;497
2017-08-10T00:00:00Z;2017-08-10T02:00:00;486
2017-08-10T01:00:00Z;2017-08-10T03:00:00;551
2017-08-10T02:00:00Z;2017-08-10T04:00:00;871
2017-08-10T03:00:00Z;2017-08-10T05:00:00;1688
2017-08-10T04:00:00Z;2017-08-10T06:00:00;2140
2017-08-10T05:00:00Z;2017-08-10T07:00:00;2042
2017-08-10T06:00:00Z;2017-08-10T08:00:00;1596
2017-08-10T07:00:00Z;2017-08-10T09:00:00;1532
2017-08-10T08:00:00Z;2017-08-10T10:00:00;1420
2017-08-10T09:00:00Z;2017-08-10T11:00:00;1377
2017-08-10T10:00:00Z;2017-08-10T12:00:00;1330
2017-08-10T11:00:00Z;2017-08-10T13:00:00;1127
2017-08-10T12:00:00Z;2017-08-10T14:00:00;1095
2017-08-10T13:00:00Z;2017-08-10T15:00:00;1012
2017-08-10T14:00:00Z;2017-08-10T16:00:00;1068
2017-08-10T15:00:00Z;2017-08-10T17:00:00;1183
2017-08-10T16:00:00Z;2017-08-10T18:00:00;1199
2017-08-10T17:00:00Z;2017-08-10T19:00:00;1294
2017-08-10T18:00:00Z;2017-08-10T20:00:00;1360
2017-08-10T19:00:00Z;2017-08-10T21:00:00;1221
2017-08-10T20:00:00Z;2017-08-10T22:00:00;931
2017-08-10T21:00:00Z;2017-08-10T23:00:00;586
2017-08-10T22:00:00Z;2017-08-11T00:00:00;438
2017-08-10T23:00:00Z;2017-08-11T01:00:00;500
2017-08-11T00:00:00Z;2017-08-11T02:00:00;493
2017-08-11T01:00:00Z;2017-08-11T03:00:00;562
2017-08-11T02:00:00Z;2017-08-11T04:00:00;893
2017-08-11T03:00:00Z;2017-08-11T05:00:00;1719
2017-08-11T04:00:00Z;2017-08-11T06:00:00;2191
2017-08-11T05:00:00Z;2017-08-11T07:00:00;2088
2017-08-11T06:00:00Z;2017-08-11T08:00:00;1668
2017-08-11T07:00:00Z;2017-08-11T09:00:00;1599
2017-08-11T08:00:00Z;2017-08-11T10:00:00;1481
2017-08-11T09:00:00Z;2017-08-11T11:00:00;1430
2017-08-11T10:00:00Z;2017-08-11T12:00:00;1379
2017-08-11T11:00:00Z;2017-08-11T13:00:00;1172
2017-08-11T12:00:00Z;2017-08-11T14:00:00;1125
2017-08-11T13:00:00Z;2017-08-11T15:00:00;1040
2017-08-11T14:00:00Z;2017-08-11T16:00:00;1092
2017-08-11T15:00:00Z;2017-08-11T17:00:00;1207
2017-08-11T16:00:00Z;2017-08-11T18:00:00;1227
2017-08-11T17:00:00Z;2017-08-11T19:00:00;1323
2017-08-11T18:00:00Z;2017-08-11T20:00:00;1379
2017-08-11T19:00:00Z;2017-08-11T21:00:00;1241
2017-08-11T20:00:00Z;2017-08-11T22:00:00;944
2017-08-11T21:00:00Z;2017-08-11T23:00:00;592
2017-08-11T22:00:00Z;2017-08-12T00:00:00;431
2017-08-11T23:00:00Z;2017-08-12T01:00:00;493
2017-08-12T00:00:00Z;2017-08-12T02:00:00;486
2017-08-12T01:00:00Z;2017-08-12T03:00:00;553
2017-08-12T02:00:00Z;2017-08-12T04:00:00;881
2017-08-12T03:00:00Z;2017-08-12T05:00:00;1701
2017-08-12T04:00:00Z;2017-08-12T06:00:00;2171
2017-08-12T05:00:00Z;2017-08-12T07:00:00;2068
2017-08-12T06:00:00Z;2017-08-12T08:00:00;1650
2017-08-12T07:00:00Z;2017-08-12T09:00:00;1581
2017-08-12T08:00:00Z;2017-08-12T10:00:00;1465
2017-08-12T09:00:00Z;2017-08-12T11:00:00;1416
2017-08-12T10:00:00Z;2017-08-12T12:00:00;1365
2017-08-12T11:00:00Z;2017-08-12T13:00:00;1159
2017-08-12T12:00:00Z;2017-08-12T14:00:00;1112
2017-08-12T13:00:00Z;2017-08-12T15:00:00;1027
2017-08-12T14:00:00Z;2017-08-12T16:00:00;1078
2017-08-12T15:00:00Z;2017-08-12T17:00:00;1193
2017-08-12T16:00:00Z;2017-08-12T18:00:00;1212
2017-08-12T17:00:00Z;2017-08-12T19:00:00;1307
2017-08-12T18:00:00Z;2017-08-12T20:00:00;1363
2017-08-12T19:00:00Z;2017-08-12T21:00:00;1226
2017-08-12T20:00:00Z;2017-08-12T22:00:00;932
2017-08-12T21:00:00Z;2017-08-12T23:00:00;583
2017-08-12T22:00:00Z;2017-08-13T00:00:00;418
2017-08-12T23:00:00Z;2017-08-13T01:00:00;480
2017-08-13T00:00:00Z;2017-08-13T02:00:00;473
2017-08-13T01:00:00Z;2017-08-13T03:00:00;535
2017-08-13T02:00:00Z;2017-08-13T04:00:00;856
2017-08-13T03:00:00Z;2017-08-13T05:00:00;1662
2017-08-13T04:00:00Z;2017-08-13T06:00:00;2123
2017-08-13T05:00:00Z;2017-08-13T07:00:00;2022
2017-08-13T06:00:00Z;2017-08-13T08:00:00;1606
2017-08-13T07:00:00Z;2017-08-13T09:00:00;1540
2017-08-13T08:00:00Z;2017-08-13T10:00:00;1431
2017-08-13T09:00:00Z;2017-08-13T11:00:00;1386
2017-08-13T10:00:00Z;2017-08-13T12:00:00;1337
2017-08-13T11:00:00Z;2017-08-13T13:00:00;1130
2017-08-13T12:00:00Z;2017-08-13T14:00:00;1083
2017-08-13T13:00:00Z;2017-08-13T15:00:00;999
2017-08-13T14:00:00Z;2017-08-13T16:00:00;1047
2017-08-13T15:00:00Z;2017-08-13T17:00:00;1162
2017-08-13T16:00:00Z;2017-08-13T18:00:00;1178
2017-08-13T17:00:00Z;2017-08-13T19:00:00;1270
2017-08-13T18:00:00Z;2017-08-13T20:00:00;1325
2017-08-13T19:00:00Z;2017-08-13T21:00:00;1191
2017-08-13T20:00:00Z;2017-08-13T22:00:00;905
2017-08-13T21:00:00Z;2017-08-13T23:00:00;566
2017-08-13T22:00:00Z;2017-08-14T00:00:00;438
2017-08-13T23:00:00Z;2017-08-14T01:00:00;487
2017-08-14T00:00:00Z;2017-08-14T02:00:00;477
2017-08-14T01:00:00Z;2017-08-14T03:00:00;535
2017-08-14T02:00:00Z;2017-08-14T04:00:00;843
2017-08-14T03:00:00Z;2017-08-14T05:00:00;1636
2017-08-14T04:00:00Z;2017-08-14T06:00:00;2083
2017-08-14T05:00:00Z;2017-08-14T07:00:00;2023
2017-08-14T06:00:00Z;2017-08-14T08:00:00;1630
2017-08-14T07:00:00Z;2017-08-14T09:00:00;1558
2017-08-14T08:00:00Z;2017-08-14T10:00:00;1432
2017-08-14T09:00:00Z;2017-08-14T11:00:00;1379
2017-08-14T10:00:00Z;2017-08-14T12:00:00;1331
2017-08-14T11:00:00Z;2017-08-14T13:00:00;1146
2017-08-14T12:00:00Z;2017-08-14T14:00:00;1081
2017-08-14T13:00:00Z;2017-08-14T15:00:00;1004
2017-08-14T14:00:00Z;2017-08-14T16:00:00;1049
2017-08-14T15:00:00Z;2017-08-14T17:00:00;1176
2017-08-14T16:00:00Z;2017-08-14T18:00:00;1201
2017-08-14T17:00:00Z;2017-08-14T19:00:00;1304
2017-08-14T18:00:00Z;2017-08-14T20:00:00;1345
2017-08-14T19:00:00Z;2017-08-14T21:00:00;1221
2017-08-14T20:00:00Z;2017-08-14T22:00:00;915
2017-08-14T21:00:00Z;2017-08-14T23:00:00;571
2017-08-14T22:00:00Z;2017-08-15T00:00:00;528
2017-08-14T23:00:00Z;2017-08-15T01:00:00;544
2017-08-15T00:00:00Z;2017-08-15T02:00:00;509
2017-08-15T01:00:00Z;2017-08-15T03:00:00;597
2017-08-15T02:00:00Z;2017-08-15T04:00:00;921
2017-08-15T03:00:00Z;2017-08-15T05:00:00;1660
2017-08-15T04:00:00Z;2017-08-15T06:00:00;2228
2017-08-15T05:00:00Z;2017-08-15T07:00:00;2151
2017-08-15T06:00:00Z;2017-08-15T08:00:00;1770
2017-08-15T07:00:00Z;2017-08-15T09:00:00;1662
2017-08-15T08:00:00Z;2017-08-15T10:00:00;1568
2017-08-15T09:00:00Z;2017-08-15T11:00:00;1452
2017-08-15T10:00:00Z;2017-08-15T12:00:00;1413
2017-08-15T11:00:00Z;2017-08-15T13:00:00;1228
2017-08-15T12:00:00Z;2017-08-15T14:00:00;1248
2017-08-15T13:00:00Z;2017-08-15T15:00:00;1156
2017-08-15T14:00:00Z;2017-08-15T16:00:00;1213
2017-08-15T15:00:00Z;2017-08-15T17:00:00;1297
2017-08-15T16:00:00Z;2017-08-15T18:00:00;1315
2017-08-15T17:00:00Z;2017-08-15T19:00:00;1405
2017-08-15T18:00:00Z;2017-08-15T20:00:00;1437
2017-08-15T19:00:00Z;2017-08-15T21:00:00;1333
2017-08-15T20:00:00Z;2017-08-15T22:00:00;996
2017-08-15T21:00:00Z;2017-08-15T23:00:00;630
2017-08-15T22:00:00Z;2017-08-16T00:00:00;626
2017-08-15T23:00:00Z;2017-08-16T01:00:00;696
2017-08-16T00:00:00Z;2017-08-16T02:00:00;726
2017-08-16T01:00:00Z;2017-08-16T03:00:00;904
2017-08-16T02:00:00Z;2017-08-16T04:00:00;1344
2017-08-16T03:00:00Z;2017-08-16T05:00:00;2217
2017-08-16T04:00:00Z;2017-08-16T06:00:00;2512
2017-08-16T05:00:00Z;2017-08-16T07:00:00;2459
2017-08-16T06:00:00Z;2017-08-16T08:00:00;1993
2017-08-16T07:00:00Z;2017-08-16T09:00:00;1889
2017-08-16T08:00:00Z;2017-08-16T10:00:00;1748
2017-08-16T09:00:00Z;2017-08-16T11:00:00;1672
2017-08-16T10:00:00Z;2017-08-16T12:00:00;1618
2017-08-16T11:00:00Z;2017-08-16T13:00:00;1448
2017-08-16T12:00:00Z;2017-08-16T14:00:00;1412
2017-08-16T13:00:00Z;2017-08-16T15:00:00;1349
2017-08-16T14:00:00Z;2017-08-16T16:00:00;1431
2017-08-16T15:00:00Z;2017-08-16T17:00:00;1569
2017-08-16T16:00:00Z;2017-08-16T18:00:00;1623
2017-08-16T17:00:00Z;2017-08-16T19:00:00;1726
2017-08-16T18:00:00Z;2017-08-16T20:00:00;1781
2017-08-16T19:00:00Z;2017-08-16T21:00:00;1657
2017-08-16T20:00:00Z;2017-08-16T22:00:00;1240
2017-08-16T21:00:00Z;2017-08-16T23:00:00;812
2017-08-16T22:00:00Z;2017-08-17T00:00:00;831
2017-08-16T23:00:00Z;2017-08-17T01:00:00;902
2017-08-17T00:00:00Z;2017-08-17T02:00:00;904
2017-08-17T01:00:00Z;2017-08-17T03:00:00;1055
2017-08-17T02:00:00Z;2017-08-17T04:00:00;1545
2017-08-17T03:00:00Z;2017-08-17T05:00:00;2651
2017-08-17T04:00:00Z;2017-08-17T06:00:00;3311
2017-08-17T05:00:00Z;2017-08-17T07:00:00;3189
2017-08-17T06:00:00Z;2017-08-17T08:00:00;2676
2017-08-17T07:00:00Z;2017-08-17T09:00:00;2542
2017-08-17T08:00:00Z;2017-08-17T10:00:00;2318
2017-08-17T09:00:00Z;2017-08-17T11:00:00;2187
2017-08-17T10:00:00Z;2017-08-17T12:00:00;2099
2017-08-17T11:00:00Z;2017-08-17T13:00:00;1903
2017-08-17T12:00:00Z;2017-08-17T14:00:00;1860
2017-08-17T13:00:00Z;2017-08-17T15:00:00;1788
2017-08-17T14:00:00Z;2017-08-17T16:00:00;1880
2017-08-17T15:00:00Z;2017-08-17T17:00:00;2021
2017-08-17T16:00:00Z;2017-08-17T18:00:00;2108
2017-08-17T17:00:00Z;2017-08-17T19:00:00;2264
2017-08-17T18:00:00Z;2017-08-17T20:00:00;2309
2017-08-17T19:00:00Z;2017-08-17T21:00:00;2099
2017-08-17T20:00:00Z;2017-08-17T22:00:00;1600
2017-08-17T21:00:00Z;2017-08-17T23:00:00;1050
2017-08-17T22:00:00Z;2017-08-18T00:00:00;931
2017-08-17T23:00:00Z;2017-08-18T01:00:00;1006
2017-08-18T00:00:00Z;2017-08-18T02:00:00;1022
2017-08-18T01:00:00Z;2017-08-18T03:00:00;1209
2017-08-18T02:00:00Z;2017-08-18T04:00:00;1748
2017-08-18T03:00:00Z;2017-08-18T05:00:00;2914
2017-08-18T04:00:00Z;2017-08-18T06:00:00;3612
2017-08-18T05:00:00Z;2017-08-18T07:00:00;3481
2017-08-18T06:00:00Z;2017-08-18T08:00:00;3009
2017-08-18T07:00:00Z;2017-08-18T09:00:00;2847
2017-08-18T08:00:00Z;2017-08-18T10:00:00;2571
2017-08-18T09:00:00Z;2017-08-18T11:00:00;2396
2017-08-18T10:00:00Z;2017-08-18T12:00:00;2297
2017-08-18T11:00:00Z;2017-08-18T13:00:00;2120
2017-08-18T12:00:00Z;2017-08-18T14:00:00;2055
2017-08-18T13:00:00Z;2017-08-18T15:00:00;1992
2017-08-18T14:00:00Z;2017-08-18T16:00:00;2092
2017-08-18T15:00:00Z;2017-08-18T17:00:00;2214
2017-08-18T16:00:00Z;2017-08-18T18:00:00;2329
2017-08-18T17:00:00Z;2017-08-18T19:00:00;2506
2017-08-18T18:00:00Z;2017-08-18T20:00:00;2533
2017-08-18T19:00:00Z;2017-08-18T21:00:00;2315
2017-08-18T20:00:00Z;2017-08-18T22:00:00;1769
2017-08-18T21:00:00Z;2017-08-18T23:00:00;1164
2017-08-18T22:00:00Z;2017-08-19T00:00:00;1098
2017-08-18T23:00:00Z;2017-08-19T01:00:00;1180
2017-08-19T00:00:00Z;2017-08-19T02:00:00;1203
2017-08-19T01:00:00Z;2017-08-19T03:00:00;1414
2017-08-19T02:00:00Z;2017-08-19T04:00:00;2013
2017-08-19T03:00:00Z;2017-08-19T05:00:00;3268
